"facility_id","data_collection_year","lfg_collection_system_in_place","lfg_collected_mmscfd","lfg_flared_mmscfd","data_source_id","created_date","modified_date","data_source_location_id"
3189,2022,"Yes","0.911","0.911",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2221,2022,"Yes","0.5",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5210,2022,"Yes","1.556","1.556",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6534,2022,"Yes","2.34",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4323,2022,"Yes","3.708","1.086",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4886,2022,"Yes","1.536",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6043,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5193,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1746,2022,"Yes","1.051","1.051",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5319,2022,"Yes","0.083","0.083",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1191,2022,"Yes","0.276",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5047,2022,"Yes","0.947","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5554,2022,"Yes","1.132","0.927",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6305,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1509,2022,"Yes","2.337","2.337",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4116,2022,"Yes","1.177","1.177",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2210,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4051,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5961,2022,"Yes","1.973","0.473",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1528,2022,"Yes","0.22","0.22",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2160,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1072,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6293,2022,"Yes","2.619",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1144,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3442,2022,"Yes","1.409",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4242,2022,"Yes","4.38","0.252769059",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4504,2022,"Yes","0.912","0.912",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5904,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2966,2022,"Yes","4.9","0.772",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3804,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2898,2022,"Yes","1.235",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2762,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5024,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5643,2022,"Yes","0.399","0.399",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2545,2022,"Yes","0.126","0.126",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2273,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3883,2022,"Yes","0.359","0.359",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6284,2022,"Yes","2.335","2.335",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2410,2022,"Yes","2.24",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4367,2022,"Yes","0.018","0.018",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1168,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2735,2022,"Yes","1.231","1.231",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4888,2022,"Yes","1.848","1.848",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6608,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5779,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5548,2022,"Shutdown","0.229",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2378,2022,"Yes","2.463","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1679,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3206,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5034,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1512,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5856,2022,"Yes","2.812","0.877",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4145,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5356,2022,"Yes","1.314","0.397",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1803,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6166,2022,"Yes",NULL,"0.119",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1064,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2902,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3064,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4124,2022,"Yes","0.997",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1856,2022,"Yes","1.801","1.615",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4776,2022,"Yes","0.084","0.084",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4617,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1237,2022,"Yes","0.402","0.402",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6147,2022,"Yes","2.782","0.018",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4610,2022,"Yes","1.849","0.079",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4357,2022,"Yes","1.874","0.794",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4733,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3001,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4262,2022,"Yes","0.396","0.396",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2152,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2220,2022,"Yes","1.606",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2518,2022,"Yes","0.733",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2992,2022,"Yes",NULL,"0.288",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6282,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6136,2022,"Yes","2.233",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1918,2022,"Yes","0.07","0.07",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3047,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1986,2022,"Yes","1.87","1.87",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3260,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2331,2022,"Yes","1.012","0.058",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4023,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3871,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4710,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3912,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2352,2022,"Yes","1.192","1.192",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5678,2022,"Yes","0.877","0.877",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2139,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2275,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2394,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6026,2022,"Yes","0.366","0.366",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6192,2022,"Yes","0.78","0.78",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2862,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5423,2022,"Yes","0.211","0.211",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6210,2022,"Yes","2.125",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4719,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4789,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4648,2022,"Yes","1.614",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4819,2022,"Yes","0.155","0.155",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5066,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2223,2022,"Yes","2.184",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3576,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2750,2022,"Yes","0.481","0.481",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4866,2022,"Yes","2.706","0.67",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3192,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2176,2022,"Yes","1.366","1.366",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5782,2022,"Yes","0.842","0.842",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3943,2022,"Yes","1.993","1.993",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5835,2022,"Yes","0.775","0.055",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3309,2022,"Yes","1.668",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4716,2022,"Yes","1.947",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2428,2022,"Yes","3.924",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2631,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1474,2022,"Yes","0.123","0.123",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5438,2022,"Yes","0.781","0.781",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2472,2022,"Yes","0.503","0.503",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4852,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6537,2022,"Yes","2.613","2.613",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2238,2022,"Yes","0.277","0.277",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3341,2022,"Yes","1.39","1.39",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2114,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3828,2022,"Yes","2.685","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2135,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3252,2022,"Yes","1.673",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4279,2022,"Yes","0.98",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5818,2022,"Yes","1.09",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3128,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1691,2022,"Yes","0.038","0.038",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5810,2022,"Yes","0.607","0.607",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6356,2022,"Yes","0.827","0.827",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3024,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1194,2022,"Yes","0.092","0.092",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5852,2022,"Yes","0.746","0.746",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3313,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5770,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5851,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5484,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2406,2022,"Yes","1.041","1.041",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2561,2022,"Yes","0.632","0.111",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3033,2022,"Yes","0.103","0.103",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6186,2022,"Yes","8.504",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1205,2022,"Yes","0.782","0.782",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4514,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1268,2022,"Yes","0.5",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2120,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3639,2022,"Yes","0.628","0.628",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4616,2022,"Yes","0.968","0.358",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4347,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5176,2022,"Yes","1.229","0.941",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3860,2022,"Yes","0.004","0.004",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5733,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5263,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1437,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4600,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5933,2022,"Yes","0.838",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2772,2022,"Yes","0.8",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3980,2022,"Yes","1.293","1.293",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3904,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4551,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4599,2022,"Yes","2.374",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6469,2022,"Yes","1.18","1.18",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2282,2022,"Yes","1.101","1.101",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2294,2022,"Yes","2.163","0.723",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6476,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6278,2022,"Yes","2.455","0.699",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2581,2022,"Shutdown","0.591","0.591",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4241,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3154,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2107,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5591,2022,"Yes","2.54","2.54",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3311,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6486,2022,"Yes","0.92","0.92",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1669,2022,"Yes","2.798","2.798",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3510,2022,"Yes","2.55",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2927,2022,"Yes","0.568","0.568",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6458,2022,"Yes","0.692","0.692",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2316,2022,"Yes","0.268","0.268",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4993,2022,"Yes","0.156",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4278,2022,"Yes","1.876","1.876",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4354,2022,"Yes","0.13","0.13",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1176,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1142,2022,"Yes","0.006","0.006",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5572,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1860,2022,"Yes","0.398","0.398",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3451,2022,"Yes","2.549",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2312,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4626,2022,"Yes","1.168","1.168",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1335,2022,"Yes","0.142","0.142",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5325,2022,"Yes","0.54","0.54",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4922,2022,"Yes","2.87","0.008",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5225,2022,"Yes","0.529","0.529",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5728,2022,"Yes","1.847","1.847",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3917,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2293,2022,"Yes","0.576","0.576",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3868,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5120,2022,"Shutdown","0.74",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1904,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4040,2022,"Yes","1.147","1.147",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2780,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6493,2022,"Yes","1.389",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2748,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3140,2022,"Yes","1.397","1.397",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6280,2022,"Yes","1.735","0.48",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4184,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1434,2022,"Yes","0.213","0.213",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2002,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2755,2022,"Yes","1.483","1.483",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2591,2022,"Yes",NULL,"0.216",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4964,2022,"Yes","1.948","1.948",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5870,2022,"Yes","0.288","0.288",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1704,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1462,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5253,2022,"Yes","0.36","0.36",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2773,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2817,2022,"Yes","0.813",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2594,2022,"Shutdown","0.061","0.061",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5676,2022,"Yes","1.556","0.359",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2314,2022,"Yes","1.393","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1875,2022,"Yes","0.291",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3179,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3304,2022,"Yes","1.343","1.343",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4193,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1715,2022,"Yes","1.472",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3826,2022,"Yes","1.413","1.413",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4948,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2016,2022,"Yes","1.331","1.331",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3653,2022,"Yes","0.225","0.225",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2609,2022,"Yes","0.71","0.71",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1891,2022,"Yes","1.191","1.191",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3845,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1130,2022,"Yes","0.442","0.442",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1877,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6239,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1431,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5842,2022,"Yes","0.784","0.134",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4465,2022,"Yes","0.971","0.5",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2267,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6398,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5274,2022,"Yes","0.055","0.055",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
